8-863,A - F,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
10.26,," CURVA 22º30' DE AÇO CARBONO FORJADO, ASTM A -234 PARA 200LBS -Ø100MM  ",unid,37,,,133.96,4956.52,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,28  "
10.27,," CURVA 11º15' DE AÇO CARBONO FORJADO, ASTM A -234 PARA 200LBS -Ø100MM  ",unid,61,,,76.36,4657.96,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,29  "
10.28,," PRESSOSTATO INDUSTRIAL , CONECTOR EM AÇO CARBONO, ROCAS 1/2” NPT, ESCALA 0 A 20 KGF/CM².  ",unid,15,,,955.26,14328.9,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,30  "
10.29,," AMORTECEDOR DE VIBRAÇÃO COM FOLE EM AÇO INOXIDÁVEL Ø150MM, PRESSÃO DE TRABALHO 20 KGF/CM².  ",unid,15,,,3524.58,52868.7,ACESSOS - LADO SANTOS E GUARUJÁ, INSTALAÇÃO DE COMBATE A INCÊNDIO  ," 29,88,50,31  "
11,, EDIFICAÇÃO  ,,,,,,,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,  
11.1,," TIJOLOS DE VIDRO -CANELADO, 19X19 cm  ",m2,105,,,534.87,56161.35,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-01-25  
11.2,," TIJOLOS DE VIDRO -TIJOLINHO, 19X19 cm  ",m2,50,,,569.62,28481,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-01-26  
11.3,, BLOCOS VAZADOS DE CONCRETO -14 cm  ,m2,520,,,62.51,32505.2,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-01-41  
11.4,, BLOCOS VAZADOS DE CONCRETO -19 cm  ,m2,1260,,,74.72,94147.2,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-01-42  
11.5,, BLOCOS VAZADOS DE CONCRETO APARENTE -14 cm  ,m2,410,,,72.87,29876.7,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-01-51  
11.6,, BLOCOS VAZADOS DE CONCRETO APARENTE -19 cm  ,m2,777,,,85.29,66270.33,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-01-52  
11.7,, ELEMENTO VAZADO DE CONCRETO -TIPO NEO-REX N.19C OU SIMILAR  ,m2,134,,,150.47,20162.98,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-02-15  
11.8,, ELEMENTO VAZADO DE CONCRETO -TIPO NEO-REX N.23A OU SIMILAR  ,m2,98,,,145.1,14219.8,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-02-18  
11.9,, ELEMENTO VAZADO DE CONCRETO -TIPO NEO-REX N.78A OU SIMILAR  ,m2,60,,,167.79,10067.4,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-02-35  
11.10,, PLACAS DE GRANILITE -50 mm DE ESPESSURA  ,m2,83,,,290.1,24078.300000000003,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 04-03-32  
11.11,," ARGAMASSA IMPERMEABILIZANTE DE CIMENTO E AREIA (REBOCO IMPERMEÁVEL) -TRAÇO 1:3, ESPESSURA DE 20 mm  ",m2,240,,,42.35,10164,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-01-01  
11.12,, CIMENTO IMPERMEABILIZANTE DE CRISTALIZAÇÃO -ESTRUTUTURA ENTERRADA  ,m2,360,,,51.48,18532.8,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-01-30  
11.13,, MANTA ASFÁLTICA ESPESSURA DE 4 mm COM VÉU DE POLIÉSTER COLADA A MAÇARICO  ,m2,1500,,,100.1,150150,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-03-09  
11.14,, IMPERMEABILIZAÇÃO PARA INTERIOR DE RESERVATÓRIO COM TINTA ASFALTICA IMPERMEABILIZANTE DE GRANDE ADERÊNCIA E DE ALTE RESISTENCIA QUÍMICA (BASE SOLVENTE) (PA-06)  ,m2,341.54,,,81.03,27674.986200000003,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-03-12  
11.15,," REGULARIZAÇÃO COM ARGAMASSA DE CIMENTO E AREIA -TRAÇO 1:3, ESPESSURA MÉDIA 30 mm  ",m2,1500,,,34.74,52110,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-03-40  
11.16,, PINTURA PROTETORA COM TINTA BETUMINOSA (PARA ARGAMASSA IMPERMEÁVEL) -2 DEMÃOS  ,m2,1500,,,9.98,14970,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-03-43  
11.17,," PROTEÇÃO MECÂNICA COM ARGAMASSA DE CIMENTO E AREIA -TRAÇO 1:7, ESPESSURA MÉDIA 30 mm  ",m2,1500,,,31.37,47055,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 05-03-47  
11.18,, FORNECIMENTO DE ESTRUTURA METÁLICA PARA COBERTURA  ,kg,5300,,,8.3,43990.00000000001,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 06-01-30  
11.19,, MONTAGEM DE ESTRUTURA METÁLICA PARA COBERTURA  ,kg,5300,,,2.7,14310.000000000002,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 06-01-31  
11.20,," TELHAS DE ALUMÍNIO PERFIL TRAPEZOIDAL -ESPESSURA 0,8 mm  ",m2,260,,,62.22,16177.199999999999,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 06-02-42  
11.21,," TELHA TRAPEZOIDAL DUPLA EM AÇO GALVANIZADO -E= 0,8 mm, REVESTIMENTO B, H=40 mm -PINTADA 1 FACE -MIOLO EM POLIURETANO E=30 mm  ",m2,1440,,,163.22,235036.8,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 06-02-43  
11.22,, DOMO ACRÍLICO PARA ILUMINAÇÃO E VENTILAÇÃO  ,m2,52,,,541.69,28167.880000000005,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 06-03-98  
11.23,," PM.02 -PORTA LISA COMUM/ ENCABEÇADA, REVESTIDA COM LAMINADO MELAMÍNICO (PARA INSTALAÇÃO SANITÁRIA) -62X165 cm  ",unid,16,,,344.37,5509.92,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 07-01-02  
11.24,," PM.03 -PORTA LISA ESPECIAL/ SÓLIDA PARA BOX, PARA PORTADORES DE DEFICIÊNCIA FÍSICA -82X170 cm  ",unid,8,,,521.86,4174.88,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 07-01-03  
11.25,, PM.04 -PORTA LISA ESPECIAL/ SÓLIDA PARA PORTADORES DE DEFICIÊNCIA FÍSICA -82X210 cm  ,unid,8,,,522.59,4180.72,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 07-01-04  
11.26,, PM.07 -PORTA LISA ESPECIAL/ SÓLIDA -82X210 cm  ,unid,10,,,318.72,3187.2000000000003,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 07-01-07  
11.27,, PM.08 -PORTA LISA ESPECIAL/ SÓLIDA -92X210 cm  ,unid,18,,,346.02,6228.36,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 07-01-08  
11.28,," PP.01 -PORTA EM FERRO PERFILADO, DUPLA ALMOFADADA -ABRIR, 1 FOLHA  ",m2,28,,,1022.21,28621.88,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-01  
11.29,," PP.02 -PORTA EM FERRO PERFILADO, DUPLA ALMOFADADA -ABRIR, 2 FOLHA  ",m2,50,,,996.06,49803,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-02  
11.30,," PF-23 -PORTA EM PERFIL DE CHAPA DOBRADA, VENEZIANA, ABRIR 1 FOLHA  ",m2,50,,,804.82,40241,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-25  
11.31,," PF-28 -PORTA EM PERFIL DE CHAPA DOBRADA, VENEZIANA, ABRIR 2 FOLHAS  ",m2,20,,,804.82,16096.400000000001,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-26  
11.32,," PA.10 -PORTA EM ALUMÍNIO ANODIZADO, MEIO VIDRO -ABRIR, 1 FOLHA  ",m2,36,,,747.67,26916.12,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-39  
11.33,," PA.11 -PORTA EM ALUMÍNIO ANODIZADO, MEIO VIDRO, DE ABRIR, 2 FOLHAS  ",m2,24,,,720.91,17301.84,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-40  
11.34,," PA.16 -PORTA EM ALUMÍNIO ANODIZADO, VENEZIANA -ABRIR, 1 FOLHA  ",m2,16,,,812.63,13002.08,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-45  
11.35,," PORTA DE ENROLAR, EM CHAPA ONDULADA N.22  ",m2,48,,,391.69,18801.12,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-01-50  
11.36,," CP.01 -CAIXILHO EM FERRO PERFILADO -FIXO, SEM VENTILAÇÃO PERMANENTE  ",m2,84,,,535.36,44970.24,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-01  
11.37,," CP.03/20/21 -CAIXILHO EM FERRO PERFILADO -FIXO, COM VENTILAÇÃO PERMANENTE  ",m2,50,,,535.36,26768,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-03  
11.38,, CAIXILHO VENEZIANA METÁLICA FIXA  ,m2,29.72,,,596.11,17716.3892,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-51  
11.39,, PORTA/CAIXILHO VENEZIANA METÁLICA FIXA COM TELA METÁLICA MALHA 13 mm EXTERNA (TIPO CHICANA)  ,m2,195.76,,,565.91,110782.54159999998,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-53  
11.40,, CA.09 -CAIXILHO EM ALUMÍNIO ANODIZADO -MAXIMAR  ,m2,148,,,674.76,99864.48,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-58  
11.41,, CA.17 -CAIXILHO EM ALUMÍNIO ANODIZADO -DE CORRER  ,m2,33,,,833.46,27504.18,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-66  
11.42,, EP.06 -GRADE DE PROTEÇÃO EM FERRO REDONDO  ,m2,141,,,91.94,12963.539999999999,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-74  
11.43,," GRADE DE PROTEÇÃO EM FERRO GALVANIZADO ELETROFUNDIDO -BARRA 25X2 mm, MALHA 65X132 mm  ",m2,24,,,243.88,5853.12,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 08-02-76  
11.44,, GRELHA HEMISFÉRICA DN 75 mm  ,unid,8,,,7.4,59.2,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-12-26  
11.45,," BACIA SANITÁRIA SIFONADA, DE LOUÇA BRANCA  ",unid,16,,,309.77,4956.32,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-01  
11.46,, BACIA SANITÁRIA COM CAIXA ACOPLADA DE LOUÇA BRANCA  ,unid,6,,,544.85,3269.1000000000004,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-03  
11.47,, BACIA SANITÁRIA ALTEADA PARA PORTADORES DE DEFICIÊNCIA FÍSICA DEFICIÊNCIA FÍSICA  ,unid,8,,,715.49,5723.92,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-05  
11.48,," LAVATÓRIO DE LOUÇA BRANCA, SEM COLUNA, CAPACIDADE MÍNIMA 5L, EXCLUSIVE TORNEIRA  ",unid,12,,,363.74,4364.88,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-08  
11.49,, LAVATÓRIO DE LOUÇA INDIVIDUAL PARA PORTADORES DE DEFICIÊNCIA FÍSICA  ,unid,8,,,899.28,7194.24,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-14  
11.50,," LAVATÓRIO OVAL DE EMBUTIR, LOUÇA BRANCA -EXCLUSIVE TORNEIRA  ",unid,12,,,302.05,3624.6000000000004,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-16  
11.51,," MICTÓRIO INDIVIDUAL DE LOUÇA BRANCA, TIPO BACIA -DE CENTRO  ",unid,10,,,636.84,6368.400000000001,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-25  
11.52,," TANQUE DE LOUÇA BRANCA, COM COLUNA, CAPACIDADE MÍNIMA 35L -EXCLUSIVE TORNEIRA  ",unid,4,,,775.24,3100.96,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-42  
11.53,, CUBA SIMPLES DE AÇO INOXIDÁVEL CHAPA 20 -500X400X200 mm  ,unid,4,,,565.97,2263.88,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-50  
11.54,, CUBA DUPLA DE AÇO INOXIDÁVEL CHAPA 20 -700X400X150 mm  ,unid,4,,,681.3,2725.2,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-55  
11.55,, BEBEDOURO ELÉTRICO COM SISTEMA DE REFRIGERAÇÃO E DUAS SAÍDAS -80L  ,unid,8,,,1248.3,9986.4,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-13-71  
11.56,," CHUVEIRO ELÉTRICO AUTOMÁTICO, CORPO EM PVC CROMADO -220V-2800/4400W  ",unid,8,,,206.98,1655.84,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-40  
11.57,," SABONETEIRA DE LOUÇA BRANCA -7,5X15 cm  ",unid,8,,,62.91,503.28,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-50  
11.58,, SABONETEIRA DE LOUÇA BRANCA -15X15 cm  ,unid,4,,,65.99,263.96,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-51  
11.59,, PAPELEIRA DE LOUÇA BRANCA -15X15 cm  ,unid,32,,,68.92,2205.44,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-65  
11.60,," DISPENSER PAPEL TOALHA, DE PAREDE, MANUAL, PARA SANITÁRIOS -ABS -ALTO IMPACTO -AUTO CORTE  ",unid,20,,,270.45,5409,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-66  
11.61,," CABIDE DE LOUÇA BRANCA, COM UM OU DOIS GANCHOS  ",unid,8,,,61.33,490.64,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-70  
11.62,, FRONTÃO OU TESTEIRA DE GRANITO CINZA MAUA -ALTURA ATÉ 10 cm  ,m,10,,,70.05,700.5,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-74  
11.63,, TAMPO PARA BANCADA ÚMIDA -GRANITO CINZA MAUA POLIDO -ESPESSURA 2 cm  ,m2,9.6,,,526.59,5055.264,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 10-14-76  
11.64,, CHAPISCO COMUM -ARGAMASSA DE CIMENTO E AREIA 1:3 -(REVESTIMENTO TETO)  ,m2,200,,,12.95,2590,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-01-01  
11.65,," EMBOÇO -ARGAMASSA MISTA DE CIMENTO, CAL E AREIA 1:4/12  ",m2,200,,,35.49,7098,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-01-08  
11.66,," EMBOÇO DESEMPENADO PARA PINTURA -ARGAMASSA MISTA CIMENTO, CAL E AREIA 1:3/12  ",m2,200,,,36.1,7220,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-01-09  
11.67,, CHAPISCO COMUM -ARGAMASSA DE CIMENTO E AREIA 1:3 -(REVESTIMENTO PAREDE INTERNA)  ,m2,8225,,,6.64,54614,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-02-01  
11.68,," EMBOÇO INTERNO -ARGAMASSA MISTA DE CIMENTO, CAL E AREIA 1:4/12  ",m2,8225,,,32.7,268957.5,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-02-08  
11.69,," EMBOÇO INTERNO DESEMPENADO PARA PINTURA -ARGAMASSA MISTA DE CIMENTO, CAL E AREIA 1:3/12  ",m2,4485,,,32.28,144775.80000000002,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-02-09  
11.70,," AZULEJOS, JUNTA AMARRAÇÃO OU A PRUMO -ASSENTES COM ARGAMASSA COLANTE  ",m2,450,,,38.65,17392.5,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-02-29  
11.71,, CHAPISCO COMUM -ARGAMASSA DE CIMENTO E AREIA 1:3 -(REVESTIMENTO PAREDE EXTERNA)  ,m2,7810,,,6.64,51858.399999999994,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-03-01  
11.72,, EMBOÇO EXTERNO -ARGAMASSA DE CIMENTO E AREIA 1:3  ,m2,7810,,,34.24,267414.4,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-03-10  
11.73,, REVESTIMENTO COM GRAFIATTO  ,m2,600,,,32.14,19284,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-03-16  
11.74,," PASTILHAS DE PORCELANA FOSCA, 3/4  -FAIXAS DE ATÉ 20 cm  ",m,700,,,77.52,54264,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  , 11-03-41  
11.75,,"REVESTIMENTO CERÂMICO ANTI-PICHAÇÃO, JUNTAS AMARRAÇÃO OU PRUMO - ASSENTADOS COM ARGAMASSA COLANTE",m2,12495,,,67.18,839414.1000000001,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,11-03-46
11.76,,"FORRO FIBRA MINERAL MODELADO ÚMIDA -
ACABAMENTO SUPERFÍCIE PINTURA VINÍLICA A BASE DE LÁTEX BRANCA - ESPESSURA 13 mm, NRC=0,50, CAC=MÍNIMO 35",m2,250,,,72.08,18020,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,12-01-30
11.77,,FORRO DE GESSO COMUM - PLACA CONVENCIONAL (FORNECIMENTO E INSTALAÇÃO),m2,600,,,52.65,31590,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,12-01-40
11.78,,FORRO EM RÉGUA DE PVC 200 mm - INCLUSIVE PERFIS DE FIXAÇÃO E ACABAMENTO,m2,220,,,58.27,12819.400000000001,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,12-01-45
11.79,,"CIMENTADO COMUM, DESEMPENADO - ESPESSURA 20 mm",m2,579.32,,,44.97,26052.0204,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-01
11.80,,"CIMENTADO COMUM, DESEMPENADO E ALISADO - ESPESSURA 20 mm",m2,1200,,,47.1,56520,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-02
11.81,,"ARGAMASSA DE ALTA RESISTÊNCIA, TIPO MÉDIO - ESPESSURA 12 mm",m2,1700,,,97.42,165614,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-08
11.82,,PISO ESTRUTURAL EM CONCRETO ARMADO - 7 cm,m2,1500,,,52.37,78555,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-11
11.83,,PISO CERÂMICO ESMALTADO (PEI-5) - ASSENTADO COM ARGAMASSA COLANTE,m2,400,,,63.56,25424,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-42
11.84,,"PISO PODOTÁTIL, ALERTA OU DIRECIONAL, EM BORRACHA SINTÉTICA ASSENTES COM COLA",m2,25,,,178.27,4456.75,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-43
11.85,,"PISO PODOTÁTIL, ALERTA OU DIRECIONAL, EM BORRACHA SINTÉTICA ASSENTES COM ARGAMASSA",m2,25,,,229.31,5732.75,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-44
11.86,,"PISO EM GRANITO CINZA MAUA, PLACAS - ESPESSURA 2 cm",m2,217,,,328.9,71371.29999999999,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-58
11.87,,"PISO VINÍLICO CROMA OU SIMILAR - E=3,2 mm, EXCLUSIVE ARGAMASSA REGULARIZAÇÃO DA BASE",m2,300,,,95.32,28595.999999999996,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-88
11.88,,"PISO CIMENTÍCIO VIBRO-PRENSADO À 240 TON - ALTA RESISTÊNCIA - ESPESSURA 2 OU 3 cm - LISO, POLIDO E ENCERADO",m2,900,,,191.5,172350,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-96
11.89,,PISO CIMENTÍCIO VIBRO-PRENSADO À 240TON - ALTA RESISTÊNCIA - ANTIDERRAPANTE (LAVAGGIO) - SELADO,m2,240,,,186.6,44784,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-02-97
11.90,,"ACABAMENTO PARA DEGRAU EM PISO CIMENTÍCIO, VIBRO-PRENSADO A 240 TON - ALTA RESISTÊNCIA - ESPESSURA 2 cm - LISO E ENCERADO",m,90,,,159.93,14393.7,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-03-96
11.91,,"ACABAMENTO PARA DEGRAU DE ESCADA EM PISO CIMENTÍCIO, VIBROPRENSADO A 240 TON - ALTA RESISTÊNCIA - ESPESSURA 2 cm - ANTIDERRAPANTE - LAVAGGIO - SELADO",m,36,,,158.61,5709.960000000001,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,13-03-97
11.92,,"VIDRO LISO COMUM, TRANSPARENTE INCOLOR - ESPESSURA 6 mm",m2,160,,,150.31,24049.6,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,14-01-05
11.93,,"VIDRO LISO DE SEGURANÇA, TEMPERADO INCOLOR - ESPESSURA 10 mm",m2,210,,,268.33,56349.299999999996,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,14-01-52
11.94,,ALVENARIA EM BLOCO DE VIDRO COM ARMAÇÃO,m2,49.12,,,499.05,24513.336,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,14-25-04
11.95,,TINTA PVA (LÁTEX) - REBOCO COM MASSA CORRIDA,m2,206,,,27.19,5601.14,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-16
11.96,,TINTA ACRÍLICA - CONCRETO OU REBOCO SEM MASSA CORRIDA,m2,720,,,18.5,13320,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-15
11.97,,TINTA ACRÍLICA - REBOCO COM MASSA CORRIDA,m2,2400,,,30.09,72216,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-16
11.98,,TINTA ACRÍLICA TEXTURADA,m2,600,,,17.2,10320,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-19
11.99,,"APLICAÇÃO DE TINTA ANTI-PICHAÇÃO - BASE SOLVENTE -
2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO
OU COM ÁGUA E SABÃO)",m2,10960,,,41.61,456045.6,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-25
11.100,,VERNIZ ACRÍLICO - CONCRETO APARENTE/ ALVENARIA,m2,2730,,,23.72,64755.6,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,17-01-76
11.101,,APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE SOLVENTE - 2 DEMÃOS (REMOÇÃO DA PICHAÇÃO SOMENTE A SECO OU COM ÁGUA E SABÃO),m2,2790,,,35.6,99324,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-77
11.102,,APLICAÇÃO DE VERNIZ ANTI-PICHAÇÃO - BASE ÁGUA - 2 DEMÃOS,m2,390,,,35.6,13884,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-01-78
11.103,,"ESMALTE SINTÉTICO - ESQUADRIAS E PEÇAS DE MARCENARIA, COM EMASSAMENTO",m2,85.14,,,36.46,3104.2044,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-02-11
11.104,,AÇO ASTM A36,kg,5565,,,16.07,89429.55,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-03-03
11.105,,ESMALTE SINTÉTICO - ESQUADRIAS E PEÇAS DE SERRALHERIA,m2,495,,,43.83,21695.85,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,15-03-10
11.106,,"FP.01 - GRADIL DE FERRO PERFILADO, TIPO PARQUE SEM MURETA - GP-5/DEPAVE",m,200,,,844.7,168940,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,17-01-31
11.107,,"FP.02 - GRADIL DE FERRO PERFILADO, TIPO PARQUE COM MURETA - GPM-1/DEPAVE",m,60,,,959.86,57591.6,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,17-01-32
11.108,,"FP.06 - GRADIL/PEITORIL DE FERRO PERFILADO H=1,00 m",m,90,,,208.53,18767.7,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,17-01-33
11.109,,"PP.38 - PORTÃO DE FERRO PERFILADO, TIPO PARQUE (GP.5/GPM1) 2,00 m, 1 FOLHA",unid,4,,,2336.88,9347.52,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,17-01-34
11110,,"PP.39/PP.40 - PORTÃO DE FERRO PERFILADO TIPO PARQUE (GP.5/GPM1) 3,0 m, 1 OU 2 FOLHAS",unid,4,,,3157.57,12630.28,ACESSOS - LADO SANTOS E GUARUJÁ, EDIFICAÇÃO  ,17-01-36
